Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
296,Bunnelby,,659,♂,19,20,0,13,9,48.9,2.0,2.0,,,,"2023-04-07 6:05 am","2023-04-07 6:05 am",7/4/2023,,,0,0,0,200,88.84%,458,96.59%,519600,352,Diggersby,,0,32.58%,2762,84.70%,519600,352,Diggersby,,0,97.70%,95,96.93%,519600,302,Bunnelby,,0,
297,Tropius,,357,♂,1093,139,15,13,11,86.7,20.0,20.0,Air Slash,Stomp,,"2023-04-07 5:48 am","2023-04-07 5:48 am",25/2/2023,,,0,0,0,2500,10.82%,3653,91.99%,47000,42,Tropius,,0,98.75%,52,97.39%,475000,248,Tropius,,0,,,,,,,,,
298,Weezing,Galarian,110,♂,1270,105,12,10,14,80.0,20.0,20.0,Fairy Wind,Brutal Swing,Sludge,"2023-04-07 5:45 am","2023-04-07 5:43 am",5/2/2023,,,0,0,0,2500,62.66%,1530,95.23%,20500,19,Weezing,Galarian,0,98.41%,66,98.53%,460000,248,Weezing,Galarian,0,,,,,,,,,
299,Cutiefly,,742,♀,482,80,12,10,15,82.2,20.0,20.0,,,,"2023-04-06 8:42 pm","2023-04-06 8:42 pm",6/4/2023,,,0,0,0,2500,78.19%,894,96.52%,27500,75,Ribombee,,0,95.82%,172,95.53%,475000,298,Ribombee,,0,47.35%,2157,92.24%,2500,2,Cutiefly,,0,
300,Frillish,,592,♂,690,94,12,12,13,82.2,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,60.51%,1618,95.51%,17000,66,Jellicent,,0,91.75%,339,97.55%,403000,298,Jellicent,,0,,,,,,,,,
301,Eevee,,133,♂,596,94,15,11,12,84.4,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,5.47%,3872,91.43%,27500,50,Umbreon,,0,48.25%,2120,95.68%,56000,75,Espeon,,0,,,,,,,,,
302,Togepi,,175,♂,368,72,15,14,11,88.9,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,19.10%,3314,93.06%,97000,111,Togetic,,0,57.44%,1744,95.83%,43000,163,Togekiss,,0,21.47%,3217,88.54%,47000,42,Togepi,,0,
303,Castform,Normal,351,♀,629,90,13,12,10,77.8,14.0,14.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,1600,39.10%,2495,94.53%,185600,184,Castform,Normal,0,94.26%,236,93.70%,499600,272,Castform,Normal,0,,,,,,,,,
304,Jigglypuff,,39,♀,73,66,13,15,9,82.2,4.0,4.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,400,34.75%,2673,93.98%,94900,146,Wigglytuff,,0,98.58%,59,96.93%,518400,348,Wigglytuff,,0,65.89%,1398,92.42%,74400,78,Jigglypuff,,0,
305,Togetic,,176,♂,709,80,13,14,10,82.2,15.0,15.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,1900,73.50%,1086,96.10%,3800,104,Togekiss,,0,36.61%,2597,95.03%,64400,158,Togekiss,,0,,,,,,,,,
306,Meowth,Galarian,52,♂,560,87,12,12,10,75.6,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,37.92%,2543,94.47%,14000,63,Perrserker,,0,70.23%,1220,95.50%,376000,298,Perrserker,,0,,,,,,,,,
307,Meowth,Galarian,52,♀,571,90,11,15,14,88.9,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,90.33%,397,97.30%,14000,63,Perrserker,,0,94.24%,237,97.42%,350000,298,Perrserker,,0,,,,,,,,,
308,Skarmory,,227,♂,1488,119,4,14,9,60.0,27.0,27.0,Steel Wing,Flash Cannon,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,4500,86.62%,549,97.15%,0,0,Skarmory,,0,61.66%,1571,89.75%,428000,206,Skarmory,,0,,,,,,,,,
309,Slowpoke,Normal,79,♂,645,124,14,14,7,77.8,19.0,19.0,Water Gun,Psychic,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,39.98%,2459,94.30%,10000,58,Slowbro,Normal,0,30.16%,2861,94.94%,240000,302,Slowbro,Normal,0,,,,,,,,,
310,Fearow,,22,♀,463,66,4,13,4,46.7,9.0,9.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,1000,61.95%,1559,95.22%,97500,94,Fearow,,0,50.92%,2011,87.51%,512000,288,Fearow,,0,76.19%,976,93.91%,1000,1,Fearow,,0,
311,Drilbur,,529,♀,662,97,4,6,13,51.1,19.0,19.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,0,0,2500,49.40%,2073,87.57%,480000,252,Drilbur,,0,81.71%,750,96.89%,70000,112,Excadrill,,0,,,,,,,,,
312,Shuckle,,213,♂,48,37,0,13,15,62.2,8.0,8.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",6/4/2023,,,0,1,0,961,14.31%,3510,52.87%,616338,378,Shuckle,,1,14.31%,3510,52.87%,616338,378,Shuckle,,1,14.31%,3510,52.87%,616338,378,Shuckle,,1,
313,Accelgor,,617,♂,450,69,9,10,10,64.4,7.0,7.0,Acid,Acid Spray,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,800,52.11%,1962,95.02%,54200,57,Accelgor,,0,74.31%,1053,96.67%,416200,292,Accelgor,,0,57.66%,1735,92.93%,800,1,Accelgor,,0,
314,Jigglypuff,,39,♀,507,177,13,12,10,77.8,26.0,26.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,4000,40.07%,2455,94.27%,17000,66,Wigglytuff,,0,94.19%,239,94.53%,436000,264,Wigglytuff,,0,,,,,,,,,
315,Pikachu,Normal,25,♀,503,73,11,11,12,75.6,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,2500,77.29%,931,95.73%,31000,78,Raichu,Normal,0,92.45%,310,94.37%,475000,298,Raichu,Normal,0,,,,,,,,,
316,Meowth,Galarian,52,♂,581,90,14,13,15,93.3,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,2500,59.19%,1672,95.43%,11000,60,Perrserker,,0,77.36%,928,95.90%,325000,298,Perrserker,,0,,,,,,,,,
317,Ponyta,Galarian,77,♀,918,88,10,11,11,71.1,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,2500,54.43%,1867,94.78%,11000,60,Rapidash,Galarian,0,58.66%,1694,95.98%,325000,298,Rapidash,Galarian,0,,,,,,,,,
318,Meowth,Galarian,52,♂,585,89,15,15,12,93.3,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,2500,56.80%,1770,95.33%,11000,60,Perrserker,,0,71.82%,1155,95.58%,313000,298,Perrserker,,0,,,,,,,,,
319,Aipom,,190,♂,559,81,12,15,11,84.4,15.0,15.0,Astonish,Swift,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,1900,64.22%,1466,95.59%,32400,130,Ambipom,,0,83.25%,687,97.10%,346400,368,Ambipom,,0,,,,,,,,,
320,Jigglypuff,,39,♀,289,141,11,6,13,66.7,16.0,16.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,1900,24.15%,3107,93.35%,82600,124,Wigglytuff,,0,64.44%,1457,88.60%,492600,314,Wigglytuff,,0,27.84%,2956,88.80%,69100,62,Jigglypuff,,0,
321,Eevee,,133,♀,585,94,11,15,12,84.4,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,2500,29.74%,2878,93.32%,31000,53,Umbreon,,0,86.03%,573,97.57%,85000,99,Leafeon,,0,,,,,,,,,
322,Oddish,,43,♀,425,67,6,15,13,75.6,13.0,13.0,Razor Leaf,Frustration,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,1,0,1921,99.12%,37,98.98%,42965,177,Vileplume,,1,85.40%,599,97.29%,340572,479,Vileplume,,1,73.60%,1082,94.12%,7684,12,Oddish,,1,
323,Lairon,,305,♂,1576,120,9,12,15,80.0,28.0,28.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",5/4/2023,,,0,0,0,4500,,,,,,,,,63.27%,1505,96.37%,19000,116,Aggron,Normal,0,,,,,,,,,
324,Electabuzz,,125,♂,476,65,1,7,12,44.4,8.0,8.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,1,0,961,95.24%,196,97.27%,37690,157,Electivire,,1,81.05%,777,97.21%,155535,270,Electivire,,1,42.32%,2363,92.08%,0,0,Electabuzz,,1,
325,Dunsparce,,206,♀,692,123,10,13,14,82.2,15.0,15.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,1900,54.97%,1845,95.32%,151400,142,Dunsparce,,0,95.12%,201,94.75%,496400,268,Dunsparce,,0,,,,,,,,,
326,Perrserker,,863,♀,1338,109,14,13,12,86.7,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,24.15%,3107,93.80%,11000,10,Perrserker,,0,76.63%,958,95.85%,337000,248,Perrserker,,0,,,,,,,,,
327,Absol,Normal,359,♂,1429,105,14,14,14,93.3,20.0,20.0,Snarl,Thunder,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,93.38%,272,97.43%,5000,4,Absol,Normal,0,76.65%,957,97.00%,225000,248,Absol,Normal,0,,,,,,,,,
328,Dratini,,147,♂,556,81,12,13,15,88.9,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,62.91%,1520,95.65%,75000,91,Dragonair,,0,34.41%,2687,94.84%,17000,141,Dragonite,,0,,,,,,,,,
329,Ribombee,,743,♂,1253,100,15,15,14,97.8,20.0,20.0,Struggle Bug,Dazzling Gleam,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,32.16%,2779,94.31%,20500,19,Ribombee,,0,100.00%,1,100%,475000,248,Ribombee,,0,,,,,,,,,
330,Decidueye,Normal,724,♀,1566,118,14,15,12,91.1,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,,,,,,,,,53.43%,1908,96.25%,116000,106,Decidueye,Normal,0,,,,,,,,,
331,Frillish,,592,♂,695,95,13,11,14,84.4,20.0,20.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,2500,73.55%,1084,96.20%,17000,66,Jellicent,,0,86.20%,566,97.01%,389000,298,Jellicent,,0,,,,,,,,,
332,Eevee,,133,♂,743,107,14,10,15,86.7,25.0,25.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,4000,53.65%,1899,94.72%,0,25,Umbreon,,0,65.74%,1404,96.36%,25000,47,Espeon,,0,,,,,,,,,
333,Jolteon,,135,♀,2193,122,15,11,13,86.7,27.0,27.0,Volt Switch,Discharge,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,0,0,4500,,,,,,,,,56.70%,1774,95.77%,44000,38,Jolteon,,0,,,,,,,,,
334,Houndour,,228,♂,452,70,7,9,13,64.4,14.0,14.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",3/4/2023,,,0,0,0,1600,82.76%,707,96.52%,29600,78,Houndoom,Normal,0,69.50%,1250,96.73%,249600,322,Houndoom,Normal,0,95.63%,180,96.89%,5100,6,Houndour,,0,
335,Vulpix,Normal,37,♂,312,63,12,10,15,82.2,13.0,13.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",4/4/2023,,,0,1,0,1921,56.56%,1780,95.15%,57968,118,Ninetales,Normal,1,96.61%,140,98.00%,585372,404,Ninetales,Normal,1,44.08%,2291,91.59%,36364,45,Vulpix,Normal,1,
336,Anorith,,347,♂,334,52,15,10,13,84.4,8.0,8.0,Scratch,Frustration,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",3/4/2023,,,0,1,0,961,31.21%,2818,94.20%,37690,107,Armaldo,,1,37.83%,2547,95.72%,169937,236,Armaldo,,1,24.15%,3107,90.59%,8283,15,Anorith,,1,
337,Cherrim,,421,♀,1614,133,4,12,10,57.8,30.0,30.0,,,,"2023-04-06 8:41 pm","2023-04-06 8:41 pm",3/4/2023,,,0,0,0,5000,,,,,,,,,65.45%,1416,89.43%,400000,182,Cherrim,,0,,,,,,,,,
338,Farfetch'd,Galarian,83,♂,936,93,11,15,15,91.1,20.0,20.0,,,,"2023-04-06 8:40 pm","2023-04-06 8:40 pm",3/4/2023,,,0,0,0,2500,82.32%,725,96.76%,123000,114,Farfetch'd,Galarian,0,69.28%,1259,96.54%,70000,112,Sirfetch'd,,0,,,,,,,,,
339,Meowth,Alola,52,♂,431,78,12,12,12,80.0,20.0,20.0,,,,"2023-04-06 8:40 pm","2023-04-06 8:40 pm",2/4/2023,,,0,0,0,2500,46.45%,2194,94.71%,85000,124,Persian,Alola,0,96.09%,161,95.02%,475000,298,Persian,Alola,0,52.26%,1956,92.24%,17000,16,Meowth,Alola,0,
340,Gastly,,92,♀,678,68,11,14,13,84.4,20.0,20.0,,,,"2023-04-06 8:40 pm","2023-04-06 8:40 pm",2/4/2023,,,0,0,0,2500,91.40%,353,97.00%,51500,71,Haunter,,0,70.79%,1197,96.45%,97000,211,Gengar,Normal,0,,,,,,,,,
341,Pidgeot,Normal,18,♀,1108,121,8,15,14,82.2,19.0,19.0,Gust,Feather Dance,Brave Bird,"2023-03-31 5:14 am","2023-03-31 5:14 am",21/2/2023,,,0,0,0,2500,78.53%,880,96.15%,40000,35,Pidgeot,Normal,0,,,,,,,,,,,,,,,,,G
342,Nidoking,,34,♂,1434,121,15,10,12,82.2,20.0,20.0,,,,"2023-03-31 5:13 am","2023-03-31 5:13 am",10/2/2023,,,0,0,0,2500,,,,,,,,,25.25%,3062,94.83%,215000,233,Nidoking,,0,,,,,,,,,U
343,Persian,Normal,53,♂,902,103,7,13,11,68.9,20.0,20.0,,,,"2023-03-31 5:10 am","2023-03-31 5:10 am",1/3/2023,,,0,0,0,2500,89.52%,430,97.30%,161000,160,Persian,Normal,0,,,,,,,,,,,,,,,,,G
344,Grimer,Normal,88,♀,918,133,7,15,10,71.1,25.0,25.0,,,,"2023-03-31 5:08 am","2023-03-31 5:08 am",25/3/2023,,,0,0,0,4000,91.82%,336,96.21%,444000,220,Grimer,Normal,0,84.10%,652,97.53%,130000,182,Muk,Normal,0,,,,,,,,,
345,Shellder,,90,♂,459,60,14,15,15,97.8,15.0,15.0,Ice Shard,Icy Wind,,"2023-03-31 5:07 am","2023-03-21 2:23 pm",6/3/2023,,,0,0,0,1900,,,,,,,,,69.65%,1244,96.71%,226400,288,Cloyster,,0,,,,,,,,,U
346,Exeggutor,Alola,103,♀,1668,135,10,15,10,77.8,20.0,20.0,Bullet Seed,Seed Bomb,,"2023-03-31 5:07 am","2023-03-20 8:39 pm",9/3/2023,,,0,0,0,2500,,,,,,,,,23.61%,3129,95.01%,70000,62,Exeggutor,Alola,0,,,,,,,,,
347,Staryu,,120,,729,76,5,11,15,68.9,24.0,24.0,,,,"2023-03-31 5:04 am","2023-03-21 2:25 pm",28/1/2023,,,0,0,0,3500,88.89%,456,90.48%,451000,226,Staryu,,0,90.45%,392,97.74%,232000,276,Starmie,,0,,,,,,,,,
348,Starmie,,121,,2099,122,5,14,13,71.1,30.0,30.0,Hidden Power,Thunder,,"2023-03-31 5:04 am","2023-03-23 5:01 pm",20/2/2023,,,0,0,0,5000,,,,,,,,,97.29%,112,98.51%,181000,182,Starmie,,0,,,,,,,,,
349,Aerodactyl,Normal,142,♂,968,95,4,14,9,60.0,13.0,13.0,Rock Throw,Earth Power,,"2023-03-31 5:03 am","2023-03-31 5:03 am",30/3/2023,,,0,0,0,1600,,,,,,,,,90.92%,373,97.81%,196800,198,Aerodactyl,Normal,0,,,,,,,,,U
350,Croconaw,,159,♂,1115,107,10,14,0,53.3,24.5,24.5,,,,"2023-03-31 5:02 am","2023-03-20 8:37 pm",29/11/2022,,,0,0,0,3500,24.88%,3077,93.61%,117500,115,Croconaw,,0,31.23%,2817,95.43%,109500,205,Feraligatr,,0,,,,,,,,,
351,Ledian,,166,♀,1121,115,9,13,8,66.7,33.0,33.0,,,,"2023-03-31 5:02 am","2023-03-31 5:02 am",16/3/2023,,,0,0,0,7000,78.93%,864,91.42%,366000,150,Ledian,,0,78.93%,864,89.92%,366000,150,Ledian,,0,,,,,,,,,
352,Flaaffy,,180,♂,496,82,11,15,6,71.1,12.0,12.0,Charge Beam,Power Gem,,"2023-03-31 5:00 am","2023-03-31 5:00 am",5/3/2023,,,0,0,0,1300,75.04%,1023,96.39%,25400,128,Ampharos,Normal,0,,,,,,,,,,,,,,,,,G
353,Murkrow,,198,♂,320,63,3,9,15,60.0,8.0,8.0,,,,"2023-03-31 4:59 am","2023-03-31 4:59 am",29/3/2023,,,0,1,0,961,79.39%,845,96.09%,49330,169,Honchkrow,,1,84.64%,630,97.31%,292338,442,Honchkrow,,1,69.04%,1269,94.12%,9844,18,Murkrow,,1,
354,Snubbull,,209,♀,311,65,15,15,10,88.9,9.0,9.0,,,,"2023-03-31 4:58 am","2023-03-31 4:58 am",26/3/2023,,,0,0,0,1000,39.63%,2473,94.03%,39500,92,Granbull,,0,43.10%,2331,95.35%,242000,308,Granbull,,0,26.40%,3015,91.19%,12400,16,Snubbull,,0,
355,Teddiursa,,216,♀,775,105,0,15,9,53.3,23.0,23.0,,,,"2023-03-31 4:57 am","2023-03-21 2:25 pm",18/3/2023,,,0,0,0,3500,66.84%,1359,87.26%,458000,232,Teddiursa,,0,99.78%,10,99.57%,106000,148,Ursaring,,0,,,,,,,,,
356,Smeargle,,235,♂,208,91,6,15,4,55.6,21.0,21.0,,,,"2023-03-31 4:57 am","2023-03-21 2:24 pm",13/3/2023,,,0,0,0,3000,58.27%,1710,77.71%,220000,244,Smeargle,,0,58.27%,1710,77.71%,220000,244,Smeargle,,0,58.27%,1710,77.71%,220000,244,Smeargle,,0,
357,Makuhita,,296,♂,271,88,6,14,7,60.0,13.0,13.0,,,,"2023-03-31 4:51 am","2023-03-20 8:40 pm",25/1/2023,,,0,0,0,1600,89.04%,450,97.10%,25300,76,Hariyama,,0,91.67%,342,97.91%,172800,218,Hariyama,,0,70.18%,1222,93.37%,48300,47,Makuhita,,0,
358,Gulpin,,316,♀,415,105,9,14,15,84.4,18.0,18.0,,,,"2023-03-31 4:49 am","2023-03-20 8:40 pm",16/2/2023,,,0,0,0,2200,74.85%,1031,96.34%,60900,104,Swalot,,0,96.12%,160,95.58%,484400,306,Swalot,,0,66.62%,1368,93.12%,17400,15,Gulpin,,0,
359,Kecleon,,352,♀,1500,117,3,13,11,60.0,28.0,28.0,Lick,Flamethrower,,"2023-03-31 4:47 am","2023-03-31 4:47 am",8/1/2023,,,0,0,0,4500,98.75%,52,98.34%,0,0,Kecleon,,0,,,,,,,,,,,,,,,,,G
360,Banette,Normal,354,♂,1477,110,0,13,4,37.8,25.0,25.0,Hex,Dazzling Gleam,,"2023-03-31 4:47 am","2023-03-20 8:36 pm",19/1/2023,,,0,0,0,4000,70.38%,1214,95.25%,0,0,Banette,Normal,0,39.88%,2463,90.11%,444000,220,Banette,Normal,0,,,,,,,,,
361,Bagon,,371,♂,477,71,12,15,10,82.2,15.0,15.0,Bite,Crunch,,"2023-03-31 4:46 am","2023-03-20 8:36 pm",10/2/2023,,,0,0,0,1900,56.53%,1781,95.02%,64400,83,Shelgon,,0,49.33%,2076,95.78%,41900,164,Salamence,Normal,0,55.09%,1840,92.89%,1900,2,Bagon,,0,
362,Metang,,375,,992,104,9,15,15,86.7,21.0,21.0,,,,"2023-03-31 4:46 am","2023-03-20 8:43 pm",19/2/2023,,,0,0,0,3000,,,,,,,,,92.43%,311,97.79%,15500,115,Metagross,,0,,,,,,,,,U
363,Registeel,,379,,1644,132,9,12,8,64.4,25.0,25.0,Metal Claw,Return,,"2023-03-31 4:45 am","2023-03-25 10:14 am",7/2/2023,,,0,0,0,4000,,,,,,,,,62.52%,1536,95.35%,345000,220,Registeel,,0,,,,,,,,,
364,Starly,,396,♂,148,50,7,13,14,75.6,8.0,8.0,,,,"2023-03-31 4:45 am","2023-03-31 4:45 am",24/3/2023,,,0,0,0,800,,,,,,,,,91.65%,343,98.04%,168600,289,Staraptor,,0,,,,,,,,,U
365,Shellos,,422,♀,826,137,6,13,12,68.9,28.0,28.0,,,,"2023-03-31 4:44 am","2023-03-21 2:23 pm",28/1/2023,,,0,0,0,4500,80.44%,802,89.19%,419000,198,Shellos,,0,95.90%,169,97.82%,419000,248,Gastrodon,,0,,,,,,,,,
366,Drifloon,,425,♂,996,163,10,14,14,84.4,31.0,31.0,,,,"2023-03-31 4:43 am","2023-03-31 4:43 am",30/3/2023,,,0,0,0,6000,96.87%,129,94.69%,390000,174,Drifloon,,0,86.15%,568,96.65%,278000,224,Drifblim,,0,,,,,,,,,
367,Lopunny,Normal,428,♀,1245,110,9,15,14,84.4,22.0,22.0,Low Kick,Focus Blast,,"2023-03-31 4:42 am","2023-03-20 8:42 pm",25/2/2023,,,0,0,0,3000,90.96%,371,96.90%,32000,28,Lopunny,Normal,0,,,,,,,,,,,,,,,,,G
368,Lumineon,,457,♂,1345,125,8,12,7,60.0,28.0,28.0,,,,"2023-03-31 4:41 am","2023-03-31 4:41 am",22/3/2023,,,0,0,0,4500,45.59%,2229,94.83%,41000,36,Lumineon,,0,69.08%,1267,89.75%,419000,198,Lumineon,,0,,,,,,,,,
369,Leafeon,,470,♂,2497,129,8,12,10,66.7,32.5,32.5,Razor Leaf,Leaf Blade,,"2023-03-31 4:40 am","2023-03-31 4:40 am",3/12/2022,,,0,0,0,6000,,,,,,,,,82.56%,715,97.39%,0,0,Leafeon,,0,,,,,,,,,U
370,Mamoswine,,473,♀,2655,181,2,14,6,48.9,30.0,30.0,Powder Snow,Avalanche,,"2023-03-31 4:39 am","2023-03-20 8:42 pm",4/1/2023,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
371,Stoutland,,508,♀,1772,135,7,12,14,73.3,23.0,23.0,Lick,Wild Charge,,"2023-03-31 4:38 am","2023-03-31 4:38 am",30/3/2023,,,0,0,0,3500,,,,,,,,,73.38%,1091,96.85%,113000,106,Stoutland,,0,,,,,,,,,
372,Liepard,,510,♀,1294,120,6,12,15,73.3,26.0,26.0,Charm,Play Rough,,"2023-03-31 4:35 am","2023-03-31 4:35 am",30/3/2023,,,0,0,0,4000,90.55%,388,97.44%,36000,32,Liepard,,0,90.94%,372,93.18%,436000,214,Liepard,,0,,,,,,,,,
373,Blitzle,,522,♂,228,58,6,13,10,64.4,10.0,10.0,,,,"2023-03-31 4:33 am","2023-03-31 4:33 am",31/3/2023,,,0,0,0,1000,60.22%,1630,95.58%,49000,101,Zebstrika,,0,81.07%,776,92.29%,260000,336,Zebstrika,,0,68.64%,1285,93.47%,43000,45,Blitzle,,0,
374,Venipede,,543,♂,482,79,6,12,12,66.7,27.0,27.0,,,,"2023-03-31 4:32 am","2023-03-31 4:32 am",22/1/2023,,,0,0,0,4500,77.61%,918,88.99%,178000,231,Whirlipede,,0,82.12%,733,92.25%,178000,331,Scolipede,,0,85.59%,591,95.21%,9000,8,Venipede,,0,
375,Foongus,,590,♀,205,67,9,14,10,73.3,8.0,8.0,,,,"2023-03-31 4:30 am","2023-03-31 4:30 am",26/3/2023,,,0,1,0,800,61.12%,1593,95.01%,88334,158,Amoonguss,,1,90.60%,386,94.00%,316338,428,Amoonguss,,1,58.66%,1694,93.04%,40330,60,Foongus,,1,
376,Eelektrik,,603,♂,594,83,6,14,11,68.9,13.0,13.0,,,,"2023-03-31 4:28 am","2023-03-31 4:28 am",30/3/2023,,,0,0,0,1600,93.63%,262,97.80%,172800,168,Eelektrik,,0,,,,,,,,,,,,,,,,,G
377,Fraxure,,611,♀,1249,105,12,15,12,86.7,20.0,20.0,Iron Tail,Dragon Claw,,"2023-03-31 4:27 am","2023-03-20 8:39 pm",12/1/2023,,,0,0,0,2500,86.86%,539,96.75%,24000,22,Fraxure,,0,,,,,,,,,,,,,,,,,G
378,Tornadus,Normal,641,♂,1870,119,15,10,12,82.2,20.0,20.0,,,,"2023-03-31 4:25 am","2023-03-21 2:25 pm",3/3/2023,,,0,0,0,2500,,,,,,,,,39.29%,2487,95.11%,43000,38,Tornadus,Normal,0,,,,,,,,,
379,Thundurus,Normal,642,♂,1863,120,11,12,14,82.2,20.0,20.0,Thunder Shock,Crunch,,"2023-03-31 4:24 am","2023-03-31 4:24 am",23/3/2023,,,0,0,0,2500,,,,,,,,,50.26%,2038,95.53%,43000,38,Thundurus,Normal,0,,,,,,,,,
380,Fletchling,,661,♂,425,81,10,14,9,73.3,20.0,20.0,,,,"2023-03-31 4:23 am","2023-03-20 8:39 pm",27/2/2023,,,0,0,0,2500,32.82%,2752,94.28%,27500,150,Talonflame,,0,90.06%,408,93.93%,475000,373,Talonflame,,0,69.69%,1242,93.36%,20500,19,Fletchling,,0,
381,Fletchinder,,662,♀,1102,117,6,12,5,51.1,29.0,29.0,,,,"2023-03-31 4:22 am","2023-03-20 8:39 pm",19/1/2023,,,0,0,0,5000,83.17%,690,95.53%,395000,190,Fletchinder,,0,55.53%,1822,89.15%,410000,290,Talonflame,,0,,,,,,,,,
382,Spewpa,,665,♂,193,72,12,15,12,86.7,15.0,15.0,Struggle Bug,Struggle,,"2023-03-31 4:21 am","2023-03-31 4:21 am",6/3/2023,,,0,0,0,1900,41.29%,2405,94.41%,81900,174,Vivillon,,0,98.73%,53,96.71%,496400,368,Vivillon,,0,,,,,,,,,
383,Pyroar,,668,♂,1013,101,4,11,3,40.0,14.0,14.0,Ember,Overheat,,"2023-03-31 4:20 am","2023-03-31 4:20 am",29/3/2023,,,0,0,0,1600,63.22%,1507,95.42%,27100,26,Pyroar,,0,78.71%,873,97.12%,229600,242,Pyroar,,0,,,,,,,,,
384,Dedenne,,702,♂,1577,136,7,11,13,68.9,34.0,34.0,,,,"2023-03-31 4:19 am","2023-03-20 8:37 pm",2/2/2023,,,0,0,0,7000,,,,,,,,,85.89%,579,92.35%,352000,134,Dedenne,,0,,,,,,,,,
